engagement_id,customer_id,source_customer_id,customer_full_name,event_date,event_type,campaign,channel,engagement_score
ENG006006,C001596,5732,Jacob Perry,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006007,C001597,6834,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006008,C001597,6834,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006009,C001597,6834,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006010,C001597,6834,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006011,C001598,2321,Mary Patel,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006012,C001598,2321,Mary Patel,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006013,C001598,2321,Mary Patel,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006014,C001598,2321,Mary Patel,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006015,C001599,8853,Richard Ali,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006016,C001599,8853,Richard Ali,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006017,C001599,8853,Richard Ali,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006018,C001599,8853,Richard Ali,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006019,C001600,2845,Ryan Collins,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006020,C001600,2845,Ryan Collins,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006021,C001600,2845,Ryan Collins,2026-05-08,promo_response,Reactivation,Email,18
ENG006022,C001601,377,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006023,C001601,377,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006024,C001601,377,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006025,C001601,377,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006026,C001602,8602,Timothy Gilbert,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006027,C001602,8602,Timothy Gilbert,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006028,C001602,8602,Timothy Gilbert,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006029,C001602,8602,Timothy Gilbert,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006030,C001603,10511,Katherine Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006031,C001603,10511,Katherine Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006032,C001603,10511,Katherine Smith,2026-05-08,promo_response,Reactivation,Email,18
ENG006033,C001604,8763,Pamela Williams,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006034,C001604,8763,Pamela Williams,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006035,C001604,8763,Pamela Williams,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006036,C001604,8763,Pamela Williams,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006037,C001605,8791,Beverly Ali,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006038,C001605,8791,Beverly Ali,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006039,C001605,8791,Beverly Ali,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006040,C001605,8791,Beverly Ali,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006041,C001606,3464,Zachary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006042,C001606,3464,Zachary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006043,C001606,3464,Zachary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006044,C001606,3464,Zachary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006045,C001607,946,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006046,C001607,946,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006047,C001607,946,Mary Smith,2026-05-08,promo_response,Reactivation,Email,18
ENG006048,C001608,4275,Sandra Allen,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006049,C001608,4275,Sandra Allen,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006050,C001608,4275,Sandra Allen,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006051,C001608,4275,Sandra Allen,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006052,C001609,5431,Judith Peck,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006053,C001609,5431,Judith Peck,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006054,C001609,5431,Judith Peck,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006055,C001609,5431,Judith Peck,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006056,C001610,5129,Dennis Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006057,C001610,5129,Dennis Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006058,C001610,5129,Dennis Smith,2026-05-08,promo_response,Reactivation,Email,18
ENG006059,C001611,1889,Mary West,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006060,C001611,1889,Mary West,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006061,C001611,1889,Mary West,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006062,C001611,1889,Mary West,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006063,C001612,6233,Mary Elliott,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006064,C001612,6233,Mary Elliott,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006065,C001612,6233,Mary Elliott,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006066,C001612,6233,Mary Elliott,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006067,C001613,2110,Cynthia Myers,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006068,C001613,2110,Cynthia Myers,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006069,C001613,2110,Cynthia Myers,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006070,C001613,2110,Cynthia Myers,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006071,C001614,4476,Mary Ortiz,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006072,C001614,4476,Mary Ortiz,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006073,C001614,4476,Mary Ortiz,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006074,C001614,4476,Mary Ortiz,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006075,C001615,2257,Matthew Burgess,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006076,C001615,2257,Matthew Burgess,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006077,C001615,2257,Matthew Burgess,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006078,C001615,2257,Matthew Burgess,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006079,C001616,1243,Joan Rosales,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006080,C001616,1243,Joan Rosales,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006081,C001616,1243,Joan Rosales,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006082,C001616,1243,Joan Rosales,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006083,C001617,2277,Ruth Arnold,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006084,C001617,2277,Ruth Arnold,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006085,C001617,2277,Ruth Arnold,2026-05-08,promo_response,Reactivation,Email,18
ENG006086,C001618,285,Shirley Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006087,C001618,285,Shirley Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006088,C001618,285,Shirley Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006089,C001618,285,Shirley Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006090,C001619,7465,Andrew Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006091,C001619,7465,Andrew Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006092,C001619,7465,Andrew Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006093,C001619,7465,Andrew Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006094,C001620,4997,Roy Todd,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006095,C001620,4997,Roy Todd,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006096,C001620,4997,Roy Todd,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006097,C001620,4997,Roy Todd,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006098,C001621,2646,Mary Daugherty,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006099,C001621,2646,Mary Daugherty,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006100,C001621,2646,Mary Daugherty,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006101,C001621,2646,Mary Daugherty,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006102,C001622,656,Julie Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006103,C001622,656,Julie Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006104,C001622,656,Julie Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006105,C001622,656,Julie Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006106,C001623,11491,David Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006107,C001623,11491,David Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006108,C001623,11491,David Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006109,C001623,11491,David Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006110,C001624,1126,Mary Thompson,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006111,C001624,1126,Mary Thompson,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006112,C001624,1126,Mary Thompson,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006113,C001624,1126,Mary Thompson,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006114,C001625,12026,George Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006115,C001625,12026,George Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006116,C001625,12026,George Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006117,C001625,12026,George Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006118,C001626,8397,Amber Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006119,C001626,8397,Amber Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006120,C001626,8397,Amber Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006121,C001626,8397,Amber Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006122,C001627,3752,Mary Vega,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006123,C001627,3752,Mary Vega,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006124,C001627,3752,Mary Vega,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006125,C001627,3752,Mary Vega,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006126,C001628,9612,Willie Roberson,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006127,C001628,9612,Willie Roberson,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006128,C001628,9612,Willie Roberson,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006129,C001628,9612,Willie Roberson,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006130,C001629,7606,Mary Khan,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006131,C001629,7606,Mary Khan,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006132,C001629,7606,Mary Khan,2026-05-08,promo_response,Reactivation,Email,18
ENG006133,C001630,5249,Robert Huffman,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006134,C001630,5249,Robert Huffman,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006135,C001630,5249,Robert Huffman,2026-05-08,promo_response,Reactivation,Email,18
ENG006136,C001631,6370,Andrea Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006137,C001631,6370,Andrea Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006138,C001631,6370,Andrea Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006139,C001631,6370,Andrea Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006140,C001632,9575,John Richards,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006141,C001632,9575,John Richards,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006142,C001632,9575,John Richards,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006143,C001632,9575,John Richards,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006144,C001633,272,Mary Long,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006145,C001633,272,Mary Long,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006146,C001633,272,Mary Long,2026-05-08,promo_response,Reactivation,Email,18
ENG006147,C001634,9972,William Serrano,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006148,C001634,9972,William Serrano,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006149,C001634,9972,William Serrano,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006150,C001634,9972,William Serrano,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006151,C001635,7356,Andrew Robles,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006152,C001635,7356,Andrew Robles,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006153,C001635,7356,Andrew Robles,2026-05-08,promo_response,Reactivation,Email,18
ENG006154,C001636,3461,Jose Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006155,C001636,3461,Jose Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006156,C001636,3461,Jose Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006157,C001636,3461,Jose Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006158,C001637,3406,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006159,C001637,3406,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006160,C001637,3406,Mary Smith,2026-05-08,promo_response,Reactivation,Email,18
ENG006161,C001638,8704,Mary Mclean,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006162,C001638,8704,Mary Mclean,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006163,C001638,8704,Mary Mclean,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006164,C001638,8704,Mary Mclean,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006165,C001639,4915,Matthew Juarez,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006166,C001639,4915,Matthew Juarez,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006167,C001639,4915,Matthew Juarez,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006168,C001639,4915,Matthew Juarez,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006169,C001640,10220,Gerald Mason,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006170,C001640,10220,Gerald Mason,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006171,C001640,10220,Gerald Mason,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006172,C001640,10220,Gerald Mason,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006173,C001641,9496,Mary Taylor,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006174,C001641,9496,Mary Taylor,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006175,C001641,9496,Mary Taylor,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006176,C001641,9496,Mary Taylor,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006177,C001642,11957,Mary Norman,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006178,C001642,11957,Mary Norman,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006179,C001642,11957,Mary Norman,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006180,C001642,11957,Mary Norman,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006181,C001643,12178,Mary Mcgee,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006182,C001643,12178,Mary Mcgee,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006183,C001643,12178,Mary Mcgee,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006184,C001643,12178,Mary Mcgee,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006185,C001644,10637,Matthew Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006186,C001644,10637,Matthew Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006187,C001644,10637,Matthew Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006188,C001644,10637,Matthew Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006189,C001645,8631,Mary Richardson,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006190,C001645,8631,Mary Richardson,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006191,C001645,8631,Mary Richardson,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006192,C001645,8631,Mary Richardson,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006193,C001646,4040,Harold Hart,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006194,C001646,4040,Harold Hart,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006195,C001646,4040,Harold Hart,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006196,C001646,4040,Harold Hart,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006197,C001647,4153,Kathleen Torres,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006198,C001647,4153,Kathleen Torres,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006199,C001647,4153,Kathleen Torres,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006200,C001647,4153,Kathleen Torres,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006201,C001648,175,Ronald Guzman,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006202,C001648,175,Ronald Guzman,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006203,C001648,175,Ronald Guzman,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006204,C001648,175,Ronald Guzman,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006205,C001649,11574,Mary Guzman,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006206,C001649,11574,Mary Guzman,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006207,C001649,11574,Mary Guzman,2026-05-08,promo_response,Reactivation,Email,18
ENG006208,C001650,5585,Mary Wilson,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006209,C001650,5585,Mary Wilson,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006210,C001650,5585,Mary Wilson,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006211,C001650,5585,Mary Wilson,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006212,C001651,430,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006213,C001651,430,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006214,C001651,430,Mary Smith,2026-05-08,promo_response,Reactivation,Email,18
ENG006215,C001652,4547,Mary Molina,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006216,C001652,4547,Mary Molina,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006217,C001652,4547,Mary Molina,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006218,C001652,4547,Mary Molina,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006219,C001653,11789,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006220,C001653,11789,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006221,C001653,11789,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006222,C001653,11789,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006223,C001654,8506,Elizabeth Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006224,C001654,8506,Elizabeth Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006225,C001654,8506,Elizabeth Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006226,C001654,8506,Elizabeth Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006227,C001655,8211,Ronald Mcneil,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006228,C001655,8211,Ronald Mcneil,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006229,C001655,8211,Ronald Mcneil,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006230,C001655,8211,Ronald Mcneil,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006231,C001656,6089,Laura Blair,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006232,C001656,6089,Laura Blair,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006233,C001656,6089,Laura Blair,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006234,C001656,6089,Laura Blair,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006235,C001657,7144,Douglas Haley,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006236,C001657,7144,Douglas Haley,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006237,C001657,7144,Douglas Haley,2026-05-08,promo_response,Reactivation,Email,18
ENG006238,C001658,4657,Mary Shaw,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006239,C001658,4657,Mary Shaw,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006240,C001658,4657,Mary Shaw,2026-05-08,promo_response,Reactivation,Email,18
ENG006241,C001659,5145,James Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006242,C001659,5145,James Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006243,C001659,5145,James Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006244,C001659,5145,James Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006245,C001660,4750,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006246,C001660,4750,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006247,C001660,4750,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006248,C001660,4750,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006249,C001661,10424,Beverly Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006250,C001661,10424,Beverly Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006251,C001661,10424,Beverly Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006252,C001661,10424,Beverly Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006253,C001662,1116,Mary Henderson,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006254,C001662,1116,Mary Henderson,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006255,C001662,1116,Mary Henderson,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006256,C001662,1116,Mary Henderson,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006257,C001663,929,Alan Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006258,C001663,929,Alan Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006259,C001663,929,Alan Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006260,C001663,929,Alan Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006261,C001664,6909,Mary Salinas,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006262,C001664,6909,Mary Salinas,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006263,C001664,6909,Mary Salinas,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006264,C001664,6909,Mary Salinas,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006265,C001665,4795,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006266,C001665,4795,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006267,C001665,4795,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006268,C001665,4795,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006269,C001666,11757,Mary Boyle,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006270,C001666,11757,Mary Boyle,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006271,C001666,11757,Mary Boyle,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006272,C001666,11757,Mary Boyle,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006273,C001667,6584,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006274,C001667,6584,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006275,C001667,6584,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006276,C001667,6584,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006277,C001668,9746,Mary Brooks,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006278,C001668,9746,Mary Brooks,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006279,C001668,9746,Mary Brooks,2026-05-08,promo_response,Reactivation,Email,18
ENG006280,C001669,8520,Denise Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006281,C001669,8520,Denise Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006282,C001669,8520,Denise Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006283,C001669,8520,Denise Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006284,C001670,5731,Jennifer Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006285,C001670,5731,Jennifer Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006286,C001670,5731,Jennifer Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006287,C001670,5731,Jennifer Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006288,C001671,12069,Brittany Gardner,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006289,C001671,12069,Brittany Gardner,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006290,C001671,12069,Brittany Gardner,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006291,C001671,12069,Brittany Gardner,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006292,C001672,9754,Mary Matthews,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG006293,C001672,9754,Mary Matthews,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG006294,C001672,9754,Mary Matthews,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG006295,C001672,9754,Mary Matthews,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG006296,C001673,12359,Melissa Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
