adjustment_id,customer_id,source_customer_id,customer_full_name,ticket_id,adjustment_type,amount,reason,status,created_date
ADJ000797,C000061,773,Dylan Horton,T6340,Credit,73.94,Refund request,Pending Approval,2026-05-06
ADJ000798,C000180,5778,Evelyn Smith,T6343,Credit,65.87,Cancellation request,Pending Approval,2026-05-06
ADJ000799,C000218,12221,Betty Sanchez,T6344,Credit,64.29,Billing inquiry,Pending Approval,2026-05-06
ADJ000800,C000256,11833,Mary Weaver,T6345,Refund,62.64,Refund request,Approved,2026-05-06
ADJ000801,C000289,6893,Deborah Smith,T6346,Credit,61.49,Product inquiry,Approved,2026-05-06
ADJ000802,C000295,8511,Mary Smith,T6347,Refund,61.32,Refund request,Approved,2026-05-06
ADJ000803,C000328,4697,Kathryn Singh,T6348,Credit,60.19,Refund request,Pending Approval,2026-05-06
ADJ000804,C000339,8192,Kathryn Marshall,T6349,Credit,59.94,Billing inquiry,Pending Approval,2026-05-06
ADJ000805,C000480,2278,Marie Smith,T6350,Credit,57.00,Product inquiry,Approved,2026-05-06
ADJ000806,C000537,731,Robert Smith,T6351,Credit,56.10,Technical issue,Approved,2026-05-06
ADJ000807,C000545,6581,Christian Smith,T6352,Credit,55.99,Refund request,Pending Approval,2026-05-06
ADJ000808,C000616,6359,Jerry Smith,T6355,Credit,54.69,Billing inquiry,Approved,2026-05-06
ADJ000809,C000624,6060,Michael Smith,T6356,Refund,54.59,Refund request,Approved,2026-05-06
ADJ000810,C000735,4904,Bruce Smith,T6358,Credit,53.04,Billing inquiry,Approved,2026-05-06
ADJ000811,C000766,1106,Daniel Smith,T6359,Credit,52.59,Billing inquiry,Approved,2026-05-06
ADJ000812,C001533,328,William Morrison,T6368,Refund,45.18,Refund request,Approved,2026-05-06
ADJ000813,C001769,3558,Mary Smith,T6371,Credit,43.74,Technical issue,Pending Approval,2026-05-06
ADJ000814,C001923,2750,George Mason,T6372,Credit,42.64,Technical issue,Approved,2026-05-06
ADJ000815,C000071,5454,Mary Smith,T6373,Refund,72.79,Refund request,Approved,2026-05-06
ADJ000816,C000076,2970,Kenneth Smith,T6375,Credit,72.31,Billing inquiry,Pending Approval,2026-05-06
ADJ000817,C000161,12420,Nathan Adams,T6377,Refund,66.74,Refund request,Approved,2026-05-06
ADJ000818,C000267,8156,Hannah Smith,T6378,Credit,62.37,Product inquiry,Approved,2026-05-06
ADJ000819,C000290,10672,Mary Smith,T6379,Credit,61.49,Cancellation request,Approved,2026-05-06
ADJ000820,C000391,5197,Brenda Jordan,T6380,Refund,58.94,Refund request,Approved,2026-05-06
ADJ000821,C000417,4596,Mary Burns,T6381,Refund,58.34,Refund request,Approved,2026-05-06
ADJ000822,C000548,9586,Mary Olson,T6382,Credit,55.93,Product inquiry,Approved,2026-05-06
ADJ000823,C000619,9161,Mary Smith,T6383,Credit,54.64,Product inquiry,Pending Approval,2026-05-06
ADJ000824,C000764,10572,Mary Smith,T6385,Credit,52.59,Billing inquiry,Pending Approval,2026-05-06
ADJ000825,C000807,9898,Mary Moon,T6386,Refund,52.09,Refund request,Approved,2026-05-06
ADJ000826,C000841,10854,Mary Coleman,T6387,Credit,51.65,Billing inquiry,Pending Approval,2026-05-06
ADJ000827,C000941,6307,Gregory Smith,T6390,Credit,50.51,Product inquiry,Approved,2026-05-06
ADJ000828,C000952,3133,Ruth Becker,T6391,Credit,50.34,Technical issue,Approved,2026-05-06
ADJ000829,C000982,3763,Mary Martinez,T6392,Credit,50.02,Technical issue,Pending Approval,2026-05-06
ADJ000830,C001075,6571,Brenda Gonzalez,T6393,Refund,48.99,Refund request,Approved,2026-05-06
ADJ000831,C001212,2759,Carolyn Ritter,T6394,Refund,47.70,Refund request,Approved,2026-05-06
ADJ000832,C001256,8987,Kathleen Price,T6395,Credit,47.35,Cancellation request,Pending Approval,2026-05-06
ADJ000833,C001297,252,Mary Frazier,T6397,Credit,46.95,Technical issue,Pending Approval,2026-05-06
ADJ000834,C001424,5518,Patricia Smith,T6400,Refund,45.99,Refund request,Approved,2026-05-06
ADJ000835,C001454,11352,Doris Peterson,T6401,Credit,45.76,Cancellation request,Pending Approval,2026-05-06
ADJ000836,C001487,2306,Mary Chen,T6402,Refund,45.49,Refund request,Approved,2026-05-06
ADJ000837,C001510,439,Rose Delgado,T6404,Refund,45.35,Refund request,Approved,2026-05-06
ADJ000838,C001641,9496,Mary Taylor,T6405,Credit,44.49,Product inquiry,Pending Approval,2026-05-06
ADJ000839,C001696,4388,Richard Moore,T6407,Credit,44.20,Refund request,Pending Approval,2026-05-06
ADJ000840,C001875,5140,Mary Walton,T6408,Credit,42.92,Billing inquiry,Pending Approval,2026-05-06
ADJ000841,C000026,5897,Mary Griffin,T6409,Refund,80.61,Refund request,Approved,2026-05-06
ADJ000842,C000148,1012,Mark Watts,T6412,Credit,67.49,Billing inquiry,Pending Approval,2026-05-06
ADJ000843,C000231,9502,Matthew Love,T6414,Credit,63.81,Billing inquiry,Pending Approval,2026-05-06
ADJ000844,C000257,7460,Ethan Smith,T6415,Credit,62.63,Cancellation request,Approved,2026-05-06
ADJ000845,C000484,8769,Mary Cantrell,T6418,Credit,56.90,Cancellation request,Approved,2026-05-06
ADJ000846,C000611,7762,Mary Roberson,T6422,Refund,54.77,Refund request,Approved,2026-05-06
ADJ000847,C000682,3762,Juan Smith,T6423,Credit,53.79,Product inquiry,Pending Approval,2026-05-06
ADJ000848,C000753,5033,Mary Smith,T6424,Refund,52.81,Refund request,Approved,2026-05-06
ADJ000849,C000769,2824,Mary Bray,T6425,Credit,52.54,Technical issue,Approved,2026-05-06
ADJ000850,C000777,3336,Sandra Hunter,T6427,Credit,52.44,Technical issue,Pending Approval,2026-05-06
ADJ000851,C000801,10992,Barbara Duran,T6428,Credit,52.18,Technical issue,Approved,2026-05-06
ADJ000852,C001048,10269,Mary Flowers,T6431,Credit,49.27,Billing inquiry,Pending Approval,2026-05-06
ADJ000853,C001061,1576,Dorothy Melton,T6432,Refund,49.10,Refund request,Approved,2026-05-06
ADJ000854,C001114,6081,Lauren Bennett,T6434,Refund,48.60,Refund request,Approved,2026-05-06
ADJ000855,C001330,7043,Cheryl Smith,T6436,Refund,46.69,Refund request,Approved,2026-05-06
ADJ000856,C001436,984,Amy Smith,T6438,Credit,45.90,Refund request,Pending Approval,2026-05-06
ADJ000857,C001501,5453,Grace English,T6440,Credit,45.40,Product inquiry,Pending Approval,2026-05-06
ADJ000858,C001636,3461,Jose Smith,T6442,Credit,44.49,Product inquiry,Approved,2026-05-06
ADJ000859,C001796,5559,Alice Smith,T6444,Credit,43.55,Technical issue,Pending Approval,2026-05-06
ADJ000860,C001897,5573,Jordan Ortiz,T6445,Refund,42.80,Refund request,Approved,2026-05-06
ADJ000861,C001989,6930,Paul Morton,T6446,Credit,42.35,Billing inquiry,Approved,2026-05-06
ADJ000862,C000045,10777,Martha Smith,T6447,Credit,76.44,Billing inquiry,Approved,2026-05-06
ADJ000863,C000115,11656,Mary Wyatt,T6448,Refund,69.37,Refund request,Approved,2026-05-06
ADJ000864,C000252,2626,Laura Smith,T6451,Credit,62.74,Cancellation request,Approved,2026-05-06
ADJ000865,C000282,5491,Sharon Smith,T6452,Credit,61.69,Billing inquiry,Pending Approval,2026-05-06
ADJ000866,C000283,8380,Brittany Smith,T6453,Credit,61.69,Cancellation request,Pending Approval,2026-05-06
ADJ000867,C000293,10761,David Smith,T6454,Credit,61.35,Billing inquiry,Pending Approval,2026-05-06
ADJ000868,C000415,5821,Jessica Humphrey,T6455,Refund,58.37,Refund request,Approved,2026-05-06
ADJ000869,C000577,6388,Emma Smith,T6457,Credit,55.40,Billing inquiry,Approved,2026-05-06
ADJ000870,C000605,2217,Mary Martinez,T6458,Refund,54.99,Refund request,Approved,2026-05-06
ADJ000871,C000623,11417,Kenneth Whitney,T6459,Credit,54.59,Billing inquiry,Pending Approval,2026-05-06
ADJ000872,C000731,10077,Judith Smith,T6462,Credit,53.09,Billing inquiry,Approved,2026-05-06
ADJ000873,C000741,10331,Megan Collier,T6463,Credit,52.94,Cancellation request,Approved,2026-05-06
ADJ000874,C000759,11784,Mary Cunningham,T6464,Credit,52.69,Product inquiry,Pending Approval,2026-05-06
ADJ000875,C000885,4907,Amanda Lopez,T6465,Credit,51.23,Refund request,Pending Approval,2026-05-06
ADJ000876,C000944,9704,Mary Mcneil,T6466,Refund,50.49,Refund request,Approved,2026-05-06
ADJ000877,C000985,9260,Joyce Smith,T6467,Credit,49.99,Refund request,Pending Approval,2026-05-06
ADJ000878,C001095,11115,Michelle Smith,T6469,Credit,48.79,Technical issue,Pending Approval,2026-05-06
ADJ000879,C001135,4005,Virginia Dyer,T6470,Refund,48.40,Refund request,Approved,2026-05-06
ADJ000880,C001192,6521,Mary Hanson,T6471,Refund,47.90,Refund request,Approved,2026-05-06
ADJ000881,C001240,8806,Amber Diaz,T6473,Refund,47.49,Refund request,Approved,2026-05-06
ADJ000882,C001301,7795,Sandra Smith,T6474,Credit,46.93,Technical issue,Pending Approval,2026-05-06
ADJ000883,C001308,10142,Teresa Smith,T6475,Refund,46.89,Refund request,Approved,2026-05-06
ADJ000884,C001361,11154,Pamela Dickerson,T6476,Credit,46.54,Technical issue,Pending Approval,2026-05-06
ADJ000885,C001492,11875,Joseph Stevens,T6477,Credit,45.46,Technical issue,Approved,2026-05-06
ADJ000886,C001523,2121,Mary Dillon,T6478,Credit,45.25,Cancellation request,Pending Approval,2026-05-06
ADJ000887,C001578,2093,Justin Jennings,T6479,Refund,44.88,Refund request,Approved,2026-05-06
ADJ000888,C001592,6424,Mary Juarez,T6480,Credit,44.75,Technical issue,Approved,2026-05-06
ADJ000889,C001846,351,John Singh,T6484,Credit,43.19,Refund request,Pending Approval,2026-05-06
ADJ000890,C000029,6950,Nicholas Smith,T6487,Credit,79.51,Cancellation request,Approved,2026-05-06
ADJ000891,C000182,1932,Shirley Perez,T6491,Refund,65.84,Refund request,Approved,2026-05-06
ADJ000892,C000234,6101,Mary Smith,T6492,Credit,63.71,Product inquiry,Pending Approval,2026-05-06
ADJ000893,C000351,7278,Mary Liu,T6493,Refund,59.70,Refund request,Approved,2026-05-06
ADJ000894,C000406,8012,Gregory Smith,T6495,Credit,58.49,Cancellation request,Approved,2026-05-06
ADJ000895,C000422,8382,Joshua Mullins,T6497,Refund,58.24,Refund request,Approved,2026-05-06
ADJ000896,C000436,5264,Mary Smith,T6499,Credit,57.94,Product inquiry,Approved,2026-05-06
ADJ000897,C000441,11755,Mary Jackson,T6500,Credit,57.79,Billing inquiry,Pending Approval,2026-05-06
ADJ000898,C000444,9119,Mary Smith,T6501,Credit,57.74,Cancellation request,Pending Approval,2026-05-06
ADJ000899,C000490,3755,Eugene Smith,T6502,Credit,56.83,Billing inquiry,Approved,2026-05-06
ADJ000900,C000500,1865,Mary Romero,T6503,Credit,56.69,Refund request,Pending Approval,2026-05-06
ADJ000901,C000531,8613,Mary Kirk,T6504,Credit,56.19,Technical issue,Approved,2026-05-06
ADJ000902,C000532,11403,Mary Smith,T6505,Credit,56.19,Technical issue,Pending Approval,2026-05-06
ADJ000903,C000573,1282,Mary Smith,T6507,Credit,55.44,Technical issue,Approved,2026-05-06
ADJ000904,C000707,11397,Mary Mercer,T6510,Credit,53.41,Product inquiry,Pending Approval,2026-05-06
ADJ000905,C001002,5481,Mary Hall,T6515,Refund,49.75,Refund request,Approved,2026-05-06
ADJ000906,C001097,2610,Virginia Johnson,T6516,Credit,48.77,Cancellation request,Pending Approval,2026-05-06
ADJ000907,C001109,1921,Larry Smith,T6517,Credit,48.65,Product inquiry,Approved,2026-05-06
ADJ000908,C001124,5403,Mary Smith,T6518,Refund,48.57,Refund request,Approved,2026-05-06
ADJ000909,C001218,5203,Mary Chandler,T6520,Credit,47.64,Cancellation request,Approved,2026-05-06
ADJ000910,C001273,2960,Megan Rogers,T6521,Credit,47.21,Technical issue,Approved,2026-05-06
ADJ000911,C001280,11667,Mary Brooks,T6522,Credit,47.12,Technical issue,Approved,2026-05-06
ADJ000912,C001321,12365,Mary Pearson,T6523,Credit,46.80,Refund request,Pending Approval,2026-05-06
ADJ000913,C001375,2025,Mary Fleming,T6524,Credit,46.39,Cancellation request,Pending Approval,2026-05-06
ADJ000914,C001420,4562,Mary Smith,T6526,Credit,46.00,Technical issue,Pending Approval,2026-05-06
ADJ000915,C001457,4673,Wayne Hodges,T6527,Credit,45.70,Product inquiry,Approved,2026-05-06
ADJ000916,C001516,9181,Mary Smith,T6528,Refund,45.30,Refund request,Approved,2026-05-06
ADJ000917,C001587,970,Mary Alvarez,T6529,Refund,44.79,Refund request,Approved,2026-05-06
ADJ000918,C001697,1436,Sarah Smith,T6531,Credit,44.20,Cancellation request,Pending Approval,2026-05-06
ADJ000919,C001818,2670,Mary Smith,T6533,Refund,43.40,Refund request,Approved,2026-05-06
ADJ000920,C001842,568,Sean Vaughn,T6534,Credit,43.20,Product inquiry,Pending Approval,2026-05-06
ADJ000921,C001995,9670,Mary Crane,T6538,Refund,42.32,Refund request,Approved,2026-05-06
ADJ000922,C000149,5563,Paul Trevino,T6540,Credit,67.44,Technical issue,Approved,2026-05-06
ADJ000923,C000343,2842,Charles Johnson,T6542,Credit,59.89,Refund request,Pending Approval,2026-05-06
ADJ000924,C000398,1379,Raymond Harvey,T6543,Credit,58.79,Billing inquiry,Approved,2026-05-06
ADJ000925,C000445,4512,Jane Anderson,T6545,Credit,57.71,Technical issue,Pending Approval,2026-05-06
ADJ000926,C000446,9436,Mary Torres,T6546,Credit,57.70,Billing inquiry,Pending Approval,2026-05-06
ADJ000927,C000496,2373,Mary Smith,T6547,Credit,56.74,Technical issue,Approved,2026-05-06
ADJ000928,C000565,7,Melissa Wilcox,T6549,Credit,55.69,Product inquiry,Pending Approval,2026-05-06
ADJ000929,C000806,9248,Mary Luna,T6552,Refund,52.10,Refund request,Approved,2026-05-06
ADJ000930,C000918,10554,Justin Smith,T6554,Credit,50.81,Billing inquiry,Approved,2026-05-06
ADJ000931,C000961,3993,Mary Crawford,T6555,Credit,50.24,Cancellation request,Approved,2026-05-06
ADJ000932,C000962,9405,Ashley Smith,T6556,Credit,50.20,Technical issue,Approved,2026-05-06
ADJ000933,C000965,8658,Mary Allen,T6557,Credit,50.16,Cancellation request,Pending Approval,2026-05-06
ADJ000934,C001013,8478,Mary Sweeney,T6558,Credit,49.65,Technical issue,Approved,2026-05-06
ADJ000935,C001089,10072,Richard Smith,T6559,Refund,48.85,Refund request,Approved,2026-05-06
ADJ000936,C001394,1753,Sandra Smith,T6561,Credit,46.29,Product inquiry,Approved,2026-05-06
ADJ000937,C001421,11929,Amy Smith,T6562,Credit,46.00,Product inquiry,Approved,2026-05-06
ADJ000938,C001427,3428,Madison Joseph,T6563,Refund,45.99,Refund request,Approved,2026-05-06
ADJ000939,C001432,3066,Mary Smith,T6564,Credit,45.95,Product inquiry,Approved,2026-05-06
ADJ000940,C001536,2763,Frances Smith,T6566,Credit,45.15,Billing inquiry,Approved,2026-05-06
ADJ000941,C001616,1243,Joan Rosales,T6567,Credit,44.60,Billing inquiry,Pending Approval,2026-05-06
ADJ000942,C001675,5852,Mary Harris,T6568,Credit,44.32,Refund request,Pending Approval,2026-05-06
ADJ000943,C001709,10721,Mary Smith,T6569,Credit,44.16,Technical issue,Pending Approval,2026-05-06
ADJ000944,C001935,11997,Jonathan Smith,T6572,Credit,42.60,Cancellation request,Approved,2026-05-06
ADJ000945,C001943,2562,Mary Anderson,T6573,Credit,42.55,Refund request,Pending Approval,2026-05-06
ADJ000946,C000027,2774,Sandra Smith,T6574,Credit,80.39,Billing inquiry,Approved,2026-05-06
ADJ000947,C000466,8027,James Smith,T6579,Refund,57.30,Refund request,Approved,2026-05-06
ADJ000948,C000529,2433,James Smith,T6582,Credit,56.24,Billing inquiry,Approved,2026-05-06
ADJ000949,C000734,11492,Evelyn Allen,T6584,Credit,53.04,Billing inquiry,Pending Approval,2026-05-06
ADJ000950,C000793,569,Mary Frye,T6586,Refund,52.29,Refund request,Approved,2026-05-06
ADJ000951,C000798,3229,Teresa Smith,T6587,Credit,52.23,Product inquiry,Approved,2026-05-06
ADJ000952,C001139,12132,Mary Larson,T6593,Credit,48.39,Technical issue,Pending Approval,2026-05-06
ADJ000953,C001287,4683,Mary Lang,T6594,Refund,47.07,Refund request,Approved,2026-05-06
ADJ000954,C001351,4044,Stephen Smith,T6595,Credit,46.60,Technical issue,Approved,2026-05-06
ADJ000955,C001551,2193,Catherine Smith,T6597,Credit,45.01,Technical issue,Approved,2026-05-06
ADJ000956,C001635,7356,Andrew Robles,T6599,Credit,44.50,Billing inquiry,Approved,2026-05-06
ADJ000957,C001649,11574,Mary Guzman,T6600,Refund,44.45,Refund request,Approved,2026-05-06
ADJ000958,C001692,12018,Raymond Smith,T6601,Refund,44.22,Refund request,Approved,2026-05-06
ADJ000959,C001773,4213,Michael Townsend,T6602,Credit,43.70,Billing inquiry,Pending Approval,2026-05-06
ADJ000960,C001898,8352,Teresa Black,T6603,Credit,42.80,Technical issue,Pending Approval,2026-05-06
ADJ000961,C000376,5904,Catherine Peterson,T6613,Refund,59.23,Refund request,Approved,2026-05-06
ADJ000962,C000419,5606,Teresa White,T6614,Credit,58.29,Cancellation request,Pending Approval,2026-05-06
ADJ000963,C000620,8637,Mary Smith,T6617,Refund,54.63,Refund request,Approved,2026-05-06
ADJ000964,C000705,3977,Mary Smith,T6618,Credit,53.44,Refund request,Pending Approval,2026-05-06
ADJ000965,C000817,12291,Jennifer Sims,T6619,Credit,51.90,Refund request,Pending Approval,2026-05-06
ADJ000966,C001093,10617,Ruth Smith,T6621,Credit,48.80,Product inquiry,Pending Approval,2026-05-06
ADJ000967,C001099,6418,Olivia Owens,T6622,Credit,48.77,Billing inquiry,Approved,2026-05-06
ADJ000968,C001484,7992,Harold Smith,T6624,Credit,45.50,Cancellation request,Approved,2026-05-06
ADJ000969,C001514,207,Jose Powers,T6625,Credit,45.34,Product inquiry,Approved,2026-05-06
ADJ000970,C001614,4476,Mary Ortiz,T6627,Credit,44.64,Technical issue,Pending Approval,2026-05-06
ADJ000971,C001767,8275,Janice Smith,T6629,Credit,43.75,Refund request,Pending Approval,2026-05-06
ADJ000972,C001794,3435,Mary Smith,T6630,Credit,43.56,Cancellation request,Pending Approval,2026-05-06
ADJ000973,C001797,4580,Charles Smith,T6631,Credit,43.55,Technical issue,Pending Approval,2026-05-06
ADJ000974,C001819,1711,Jason Smith,T6632,Refund,43.40,Refund request,Approved,2026-05-06
ADJ000975,C001895,11665,William Anderson,T6634,Credit,42.80,Product inquiry,Approved,2026-05-06
ADJ000976,C001983,12335,Mary Riley,T6635,Credit,42.40,Refund request,Pending Approval,2026-05-06
ADJ000977,C000022,5004,Dorothy Friedman,T6637,Credit,81.65,Technical issue,Approved,2026-05-06
ADJ000978,C000085,6341,Daniel Smith,T6639,Refund,71.69,Refund request,Approved,2026-05-06
ADJ000979,C000227,11947,Mary Smith,T6640,Credit,63.89,Cancellation request,Pending Approval,2026-05-06
ADJ000980,C000341,11422,Mary Jones,T6641,Credit,59.94,Refund request,Pending Approval,2026-05-06
ADJ000981,C000402,8917,Mary Smith,T6643,Refund,58.57,Refund request,Approved,2026-05-06
ADJ000982,C000502,827,Tyler Smith,T6644,Refund,56.69,Refund request,Approved,2026-05-06
ADJ000983,C000591,1544,Brittany Marquez,T6646,Credit,55.19,Technical issue,Approved,2026-05-06
ADJ000984,C000681,9930,Nathan Smith,T6648,Credit,53.80,Billing inquiry,Approved,2026-05-06
ADJ000985,C000683,2335,Harold Howell,T6649,Credit,53.79,Billing inquiry,Pending Approval,2026-05-06
ADJ000986,C000721,2037,Jacob Clark,T6650,Credit,53.25,Refund request,Pending Approval,2026-05-06
ADJ000987,C000782,9671,Jennifer Smith,T6651,Credit,52.40,Cancellation request,Approved,2026-05-06
ADJ000988,C001112,10620,Mary Smith,T6655,Credit,48.60,Billing inquiry,Approved,2026-05-06
ADJ000989,C001131,1558,Mary Smith,T6656,Refund,48.44,Refund request,Approved,2026-05-06
ADJ000990,C001140,9009,Mary Sanchez,T6657,Refund,48.39,Refund request,Approved,2026-05-06
ADJ000991,C001147,5976,William Estrada,T6659,Credit,48.35,Technical issue,Approved,2026-05-06
ADJ000992,C001150,7975,Eugene Davila,T6660,Credit,48.33,Product inquiry,Pending Approval,2026-05-06
ADJ000993,C001158,5165,Mary Smith,T6661,Credit,48.19,Billing inquiry,Approved,2026-05-06
ADJ000994,C001319,2585,Kyle Rice,T6664,Credit,46.80,Cancellation request,Pending Approval,2026-05-06
ADJ000995,C001440,11924,Mary Ramos,T6665,Refund,45.89,Refund request,Approved,2026-05-06
ADJ000996,C001479,7758,Joyce Howe,T6666,Credit,45.52,Cancellation request,Approved,2026-05-06
ADJ000997,C001658,4657,Mary Shaw,T6668,Credit,44.40,Billing inquiry,Approved,2026-05-06
ADJ000998,C001734,8643,Mary Valenzuela,T6669,Refund,43.99,Refund request,Approved,2026-05-06
ADJ000999,C001757,2591,Patricia Smith,T6670,Credit,43.80,Cancellation request,Approved,2026-05-06
ADJ001000,C001758,10289,Virginia Ford,T6671,Credit,43.80,Billing inquiry,Pending Approval,2026-05-06
ADJ001001,C001870,8123,Mary Todd,T6674,Credit,42.99,Billing inquiry,Approved,2026-05-06
ADJ001002,C001968,8091,Emily Powell,T6677,Refund,42.44,Refund request,Approved,2026-05-06
ADJ001003,C001984,6755,Mary Callahan,T6678,Credit,42.40,Technical issue,Pending Approval,2026-05-06
ADJ001004,C001990,2219,Mary Chung,T6679,Credit,42.35,Billing inquiry,Pending Approval,2026-05-06
ADJ001005,C000081,10291,Ann Smith,T6680,Credit,71.95,Refund request,Pending Approval,2026-05-06
ADJ001006,C000174,9368,Mary Cabrera,T6682,Credit,66.04,Refund request,Pending Approval,2026-05-06
ADJ001007,C000185,6953,Benjamin Smith,T6683,Credit,65.77,Refund request,Pending Approval,2026-05-06
ADJ001008,C000333,12,Christopher Smith,T6685,Credit,60.09,Product inquiry,Approved,2026-05-06
ADJ001009,C000380,5739,Mary Palmer,T6686,Refund,59.19,Refund request,Approved,2026-05-06
ADJ001010,C001015,8817,Mary Smith,T6690,Refund,49.64,Refund request,Approved,2026-05-06
ADJ001011,C001178,1448,Mary Murray,T6692,Refund,48.09,Refund request,Approved,2026-05-06
ADJ001012,C001180,1871,Mary Mcknight,T6693,Refund,48.05,Refund request,Approved,2026-05-06
ADJ001013,C001261,9974,Olivia Smith,T6697,Credit,47.31,Refund request,Pending Approval,2026-05-06
ADJ001014,C001398,5297,Mary Smith,T6699,Refund,46.24,Refund request,Approved,2026-05-06
ADJ001015,C001558,5749,Mary Smith,T6702,Credit,44.99,Billing inquiry,Approved,2026-05-06
ADJ001016,C001706,5104,Kevin Raymond,T6703,Refund,44.19,Refund request,Approved,2026-05-06
ADJ001017,C001742,2267,Rebecca Tran,T6705,Refund,43.90,Refund request,Approved,2026-05-06
ADJ001018,C001888,11631,Jennifer Mckenzie,T6707,Refund,42.86,Refund request,Approved,2026-05-06
ADJ001019,C001970,5116,Doris Smith,T6708,Credit,42.44,Billing inquiry,Approved,2026-05-06
ADJ001020,C001998,8864,Mary Benson,T6710,Credit,42.30,Product inquiry,Approved,2026-05-06
ADJ001021,C000140,5001,Ann Waller,T6711,Credit,67.69,Product inquiry,Approved,2026-05-06
ADJ001022,C000253,4460,Mary Smith,T6712,Credit,62.73,Refund request,Pending Approval,2026-05-06
ADJ001023,C000345,10634,Mary King,T6713,Refund,59.86,Refund request,Approved,2026-05-06
ADJ001024,C000569,1571,Betty Bishop,T6714,Refund,55.59,Refund request,Approved,2026-05-06
ADJ001025,C000586,11576,Richard Andrade,T6715,Credit,55.25,Refund request,Pending Approval,2026-05-06
ADJ001026,C000607,9702,Katherine Tyler,T6716,Refund,54.99,Refund request,Approved,2026-05-06
ADJ001027,C000909,2291,Mary Mcdonald,T6721,Refund,50.93,Refund request,Approved,2026-05-06
ADJ001028,C000995,8125,Philip Robbins,T6722,Refund,49.85,Refund request,Approved,2026-05-06
ADJ001029,C001006,5298,Lisa Moore,T6723,Credit,49.70,Technical issue,Approved,2026-05-06
ADJ001030,C001076,6746,Anthony Sanchez,T6725,Credit,48.98,Refund request,Pending Approval,2026-05-06
ADJ001031,C001315,11005,Christian Keller,T6726,Refund,46.84,Refund request,Approved,2026-05-06
ADJ001032,C001337,6688,Mary Smith,T6727,Credit,46.67,Cancellation request,Pending Approval,2026-05-06
ADJ001033,C001345,8675,Zachary Smith,T6728,Credit,46.63,Technical issue,Pending Approval,2026-05-06
ADJ001034,C001372,9609,Mary Lucero,T6729,Credit,46.40,Technical issue,Pending Approval,2026-05-06
ADJ001035,C001382,8499,Angela Smith,T6730,Credit,46.35,Cancellation request,Approved,2026-05-06
ADJ001036,C001406,1013,Frances Smith,T6731,Credit,46.17,Billing inquiry,Pending Approval,2026-05-06
ADJ001037,C001600,2845,Ryan Collins,T6732,Credit,44.74,Product inquiry,Approved,2026-05-06
ADJ001038,C000020,7200,Katherine Smith,T6737,Credit,82.29,Cancellation request,Approved,2026-05-06
ADJ001039,C000126,8018,Ruth Shepherd,T6738,Credit,68.49,Cancellation request,Approved,2026-05-06
ADJ001040,C000134,10175,Michael Gibson,T6739,Credit,67.99,Product inquiry,Approved,2026-05-06
ADJ001041,C000188,4181,Aaron Hudson,T6740,Refund,65.63,Refund request,Approved,2026-05-06
ADJ001042,C000191,10129,Mary Kidd,T6741,Credit,65.35,Cancellation request,Approved,2026-05-06
ADJ001043,C000248,5054,Paul Thomas,T6742,Credit,62.93,Technical issue,Approved,2026-05-06
ADJ001044,C000303,8078,Janet Thomas,T6744,Credit,61.14,Product inquiry,Pending Approval,2026-05-06
ADJ001045,C000504,2447,Mary Smith,T6746,Credit,56.64,Refund request,Pending Approval,2026-05-06
ADJ001046,C000554,10051,Kathryn Smith,T6747,Credit,55.87,Billing inquiry,Approved,2026-05-06
ADJ001047,C000634,8285,Eric Smith,T6748,Credit,54.40,Product inquiry,Approved,2026-05-06
ADJ001048,C000648,7940,Mary Mejia,T6749,Credit,54.29,Refund request,Pending Approval,2026-05-06
ADJ001049,C000714,3523,Mary Mcgee,T6750,Credit,53.33,Technical issue,Approved,2026-05-06
ADJ001050,C000808,5907,Mary Proctor,T6751,Credit,52.09,Technical issue,Pending Approval,2026-05-06
ADJ001051,C000913,3280,Kathleen Smith,T6753,Credit,50.89,Product inquiry,Pending Approval,2026-05-06
ADJ001052,C001080,2703,Kimberly Smith,T6755,Credit,48.90,Billing inquiry,Approved,2026-05-06
ADJ001053,C001106,10563,Mary Smith,T6757,Refund,48.69,Refund request,Approved,2026-05-06
ADJ001054,C001211,3713,Helen Smith,T6759,Refund,47.71,Refund request,Approved,2026-05-06
ADJ001055,C001509,6457,Dorothy Coleman,T6763,Refund,45.35,Refund request,Approved,2026-05-06
ADJ001056,C001557,10668,Mary Smith,T6764,Credit,44.99,Cancellation request,Pending Approval,2026-05-06
ADJ001057,C001610,5129,Dennis Smith,T6765,Refund,44.69,Refund request,Approved,2026-05-06
ADJ001058,C001741,11950,Daniel Harris,T6766,Refund,43.94,Refund request,Approved,2026-05-06
ADJ001059,C001781,3696,Martha Holloway,T6767,Credit,43.68,Cancellation request,Approved,2026-05-06
ADJ001060,C001792,8321,Kenneth Smith,T6768,Refund,43.58,Refund request,Approved,2026-05-06
ADJ001061,C001909,11509,Sharon Wood,T6769,Credit,42.74,Billing inquiry,Pending Approval,2026-05-06
ADJ001062,C000143,7892,Michael Hayes,T6771,Credit,67.66,Product inquiry,Pending Approval,2026-05-06
ADJ001063,C000171,58,Michael Edwards,T6772,Credit,66.15,Cancellation request,Pending Approval,2026-05-06
